County,anglo,anglovap,asian,asianvap,bh,bhvap,black,blackvap,hisp,hispvap,nanglo,nanglovap,vap,votes_dem,votes_rep,votes_total,college_enroll,bachelors_up_total_sum,20_trump,20_biden,aggregateincome,20_total,total,households,anglovap_pct,asianvap_pct,hispvap_pct,blackvap_pct,college_enroll_pct,bachelors_up_total_sum_pct,pct_dem_lead,pct_dem_lead_20,avg_hh_income,swing_2024
DIMMIT,898.0,746.0,94.0,73.0,7570.0,5453.0,129.0,89.0,7487.0,5387.0,7717.0,5562.0,6308.0,1750,1648,3407,345.0,592.0,1384.0,2264.0,169571200.0,3666.0,8615.0,3010.0,0.11826252377932783,0.011572606214331009,0.853994927076728,0.014109067850348763,0.05469245402663285,0.09384908053265695,0.029938362195479906,0.24004364429896347,56335.94684385382,-0.21010528210348356
DONLEY,2537.0,2089.0,42.0,29.0,561.0,374.0,227.0,155.0,356.0,232.0,721.0,502.0,2591.0,174,1512,1712,329.0,374.0,1438.0,198.0,83268200.0,1648.0,3258.0,1203.0,0.8062524121960633,0.011192589733693555,0.08954071786954844,0.05982246236974141,0.12697800077190274,0.1443458124276341,-0.7815420560747663,-0.7524271844660194,69217.12385702411,-0.02911487160874693
DUVAL,937.0,819.0,66.0,45.0,8133.0,6114.0,208.0,172.0,7962.0,5963.0,8894.0,6693.0,7512.0,1993,2435,4447,125.0,455.0,2443.0,2575.0,180261100.0,5053.0,9831.0,2992.0,0.10902555910543131,0.0059904153354632585,0.7937965921192758,0.022896698615548456,0.016640042598509052,0.06056975505857295,-0.09939284911176077,0.026123095190975665,60247.69385026738,-0.12551594430273644
EASTLAND,13653.0,11156.0,169.0,123.0,3380.0,2309.0,497.0,371.0,2934.0,1953.0,4072.0,2830.0,13986.0,912,7396,8357,1344.0,2807.0,7237.0,983.0,547799100.0,8293.0,17725.0,7168.0,0.7976547976547976,0.008794508794508795,0.13963963963963963,0.026526526526526525,0.0960960960960961,0.2007007007007007,-0.7758765107095847,-0.7541299891474739,76422.86551339286,-0.021746521562110877
ECTOR,51023.0,40953.0,2940.0,2161.0,108362.0,74112.0,9522.0,6512.0,100051.0,68159.0,114148.0,78507.0,119460.0,9900,32467,42748,7985.0,17156.0,32697.0,11367.0,5741119000.0,44591.0,165171.0,62422.0,0.34281767955801107,0.01808973715051063,0.5705591829901222,0.05451197053406998,0.06684245772643563,0.14361292482839444,-0.5279077383737252,-0.47834764862864704,91972.6859120182,-0.04956008974507814
EDWARDS,651.0,570.0,26.0,14.0,725.0,535.0,17.0,14.0,718.0,528.0,771.0,570.0,1140.0,133,869,1005,12.0,239.0,893.0,168.0,24610500.0,1066.0,1422.0,474.0,0.5,0.012280701754385965,0.4631578947368421,0.012280701754385965,0.010526315789473684,0.20964912280701756,-0.7323383084577114,-0.6801125703564728,51920.88607594937,-0.05222573810123865
EL PASO,97980.0,81102.0,18387.0,13375.0,743310.0,544882.0,38046.0,25781.0,714930.0,523709.0,766857.0,563040.0,644142.0,143156,105124,252005,69062.0,145430.0,83993.38366011072,177556.2032399338,22915122520.607735,265723.4861987809,864837.0,294811.73390857386,0.12590702050169061,0.020764055130700995,0.813033461565928,0.040023783575671205,0.1072154897522596,0.2257731990772221,0.1509176405230055,0.3521059463664839,77727.98666051096,-0.2011883058434784
ELLIS,106495.0,83519.0,2639.0,1708.0,77843.0,51592.0,27000.0,18423.0,52032.0,33562.0,85960.0,57465.0,140984.0,33850,64763,99818,10968.0,39115.0,56719.81420299727,27566.898841961854,7841687500.0,85692.78286784742,192455.0,68852.0,0.5924005560914714,0.012114849912046756,0.2380553821710265,0.13067440276910855,0.07779606196447823,0.2774428303921012,-0.3096936424292212,-0.3402026913514302,113891.93487480393,0.030509048922209014
ERATH,30006.0,24826.0,557.0,381.0,10774.0,7628.0,1646.0,1346.0,9254.0,6339.0,12539.0,9011.0,33837.0,2871,15349,18400,6706.0,9159.0,13684.0,2916.0,1420136400.0,16877.0,42545.0,16379.0,0.733693885391731,0.011259863463072967,0.1873393031297101,0.03977894021337589,0.1981854183290481,0.27068002482489584,-0.6781521739130435,-0.6380280855602299,86704.70724708468,-0.04012408835281356
FALLS,8707.0,7321.0,106.0,78.0,7845.0,5781.0,4023.0,3033.0,3965.0,2791.0,8261.0,6125.0,13446.0,1713,4520,6277,679.0,1862.0,4177.0,1899.0,437857300.0,6133.0,16968.0,6009.0,0.5444741930685706,0.005800981704596163,0.20757102484010115,0.22556894243641232,0.05049828945411275,0.13847984530715454,-0.44718814720407835,-0.3714332300668514,72866.91629222833,-0.07575491713722693
FANNIN,27042.0,21882.0,319.0,237.0,6760.0,4847.0,2628.0,2066.0,4218.0,2816.0,8620.0,6245.0,28127.0,2607,13648,16395,1317.0,5347.0,12171.0,2655.0,1212080000.0,15007.0,35662.0,12793.0,0.7779713442599637,0.008426067479645891,0.10011732499022291,0.07345255448501439,0.04682333700714616,0.1901020371884666,-0.6734370234827691,-0.6341040847604451,94745.56398030173,-0.03933293872232402
FAYETTE,17041.0,14404.0,129.0,96.0,6785.0,4509.0,1722.0,1141.0,5216.0,3423.0,7394.0,4992.0,19396.0,2528,10680,13359,457.0,5067.0,10171.0,2661.0,1011517100.0,12980.0,24435.0,9855.0,0.7426273458445041,0.004949474118374922,0.17647968653330584,0.05882656217776861,0.02356155908434729,0.2612394308104764,-0.6102253162661876,-0.578582434514638,102639.98985286657,-0.03164288175154961
FISHER,2496.0,2010.0,27.0,17.0,1088.0,765.0,149.0,87.0,973.0,689.0,1176.0,852.0,2862.0,330,1487,1834,113.0,497.0,1448.0,352.0,127284000.0,1826.0,3672.0,1590.0,0.7023060796645703,0.005939902166317261,0.24074074074074073,0.03039832285115304,0.03948287910552061,0.17365478686233404,-0.6308615049073064,-0.6002190580503834,80052.83018867925,-0.030642446856922967
FLOYD,2079.0,1736.0,39.0,18.0,3228.0,2135.0,207.0,127.0,3067.0,2023.0,3323.0,2193.0,3929.0,358,1715,2090,96.0,617.0,1584.0,438.0,160991600.0,2040.0,5402.0,1939.0,0.44184270806821074,0.004581318401628913,0.514889284805294,0.03232374650038178,0.02443369814202087,0.15703741410027997,-0.6492822966507177,-0.5617647058823529,83028.15884476535,-0.08751759076836474
FOARD,845.0,727.0,12.0,9.0,220.0,148.0,33.0,19.0,197.0,136.0,250.0,172.0,899.0,92,448,545,12.0,98.0,445.00000000000006,99.0,28595300.0,551.0,1095.0,421.0,0.8086763070077865,0.010011123470522803,0.15127919911012236,0.021134593993325918,0.013348164627363738,0.10901001112347053,-0.653211009174312,-0.6279491833030855,67922.32779097387,-0.025261825871226495
FORT BEND,243609.0,187164.0,194262.0,140162.0,375439.0,261979.0,183752.0,129834.0,198568.0,135551.0,578989.0,409661.0,596825.0,179310,173592,363515,58063.0,285460.0,157186.93743050628,194886.93872302648,39727957471.487114,357121.57533421495,822598.0,279986.7940693634,0.3135994638294307,0.23484606040296568,0.22712017760650108,0.21754115528002346,0.09728647425962385,0.47829765844259203,0.015729749803997106,0.10556629421573976,141892.25460985486,-0.08983654441174266
FRANKLIN,7876.0,6343.0,104.0,62.0,1943.0,1273.0,534.0,329.0,1455.0,967.0,2483.0,1680.0,8023.0,813,4473,5311,286.0,2221.0,4161.0,804.0,395062700.0,5009.0,10359.0,3942.0,0.7906020191948149,0.007727782624953259,0.1205284806182226,0.041007104574348745,0.03564751339897794,0.27682911629066437,-0.6891357559781586,-0.6701936514274307,100218.84830035515,-0.018942104550727867
FREESTONE,19125.0,15619.0,192.0,124.0,9767.0,7223.0,4846.0,3859.0,5042.0,3412.0,10482.0,7818.0,23437.0,1500,7509,9056,564.0,2280.0,6991.0,1635.0,543112100.0,8719.0,29607.0,6867.0,0.666424883730853,0.005290779536630115,0.14558177241114478,0.16465417928915818,0.02406451337628536,0.09728207535094081,-0.6635379858657244,-0.6142906296593645,79090.15581767875,-0.049247356206359894
FRIO,3053.0,2534.0,218.0,185.0,14897.0,10967.0,767.0,693.0,14171.0,10302.0,15332.0,11291.0,13825.0,1848,3060,4939,629.0,1330.0,2823.0,2422.0,358568500.0,5277.0,18385.0,5144.0,0.18329113924050633,0.013381555153707052,0.7451717902350814,0.05012658227848101,0.04549728752260398,0.09620253164556962,-0.24539380441384895,-0.07599014591624026,69706.16251944013,-0.1694036584976087
GAINES,12554.0,8136.0,139.0,89.0,8676.0,5741.0,356.0,216.0,8401.0,5544.0,9044.0,5999.0,14135.0,538,5840,6416,478.0,953.0,5355.0,576.0,661442700.0,5996.0,21598.0,7057.0,0.5755925008843297,0.0062964273081004595,0.3922178988326848,0.015281216837637071,0.033816766890696855,0.06742129465864874,-0.8263715710723193,-0.7970313542361573,93728.59572056115,-0.029340216836161948
GALVESTON,191358.0,155020.0,15633.0,11429.0,135256.0,94125.0,49170.0,35040.0,88633.0,60156.0,159310.0,112356.0,267376.0,56732,100295,158996,22854.0,85432.0,93760.55889939811,58774.546861564915,15646577876.032356,155108.41788478073,350668.0,138639.33490871883,0.5797827778110227,0.042745048171862844,0.22498653581473282,0.13105140326730896,0.08547513613787326,0.319520076596254,-0.27398802485597124,-0.22555843528635483,112858.14293854035,-0.048429589569616405
GARZA,2162.0,1798.0,56.0,33.0,3554.0,2911.0,381.0,257.0,3272.0,2701.0,3654.0,2991.0,4789.0,213,1374,1602,179.0,459.0,1413.0,231.0,98053900.0,1653.0,5816.0,1433.0,0.37544372520359154,0.006890791396951347,0.564000835247442,0.053664648152015035,0.03737732303194821,0.09584464397577783,-0.7247191011235955,-0.7150635208711433,68425.61060711794,-0.009655580252452167
GILLESPIE,19884.0,17137.0,213.0,156.0,5941.0,4053.0,245.0,135.0,5766.0,3944.0,6841.0,4784.0,21921.0,3160,13202,16492,335.0,7327.0,12514.0,3177.0,1146600800.0,15851.0,26725.0,11272.0,0.7817617809406505,0.007116463664978787,0.1799187993248483,0.006158478171616259,0.015282149536973677,0.33424570046986907,-0.6089012854717438,-0.5890480095893004,101721.14975159688,-0.019853275882443455
GLASSCOCK,710.0,564.0,2.0,2.0,399.0,277.0,27.0,18.0,387.0,267.0,406.0,280.0,844.0,38,623,663,2.0,312.0,611.0,39.0,56932300.0,653.0,1116.0,441.0,0.6682464454976303,0.002369668246445498,0.31635071090047395,0.02132701421800948,0.002369668246445498,0.3696682464454976,-0.8823529411764706,-0.8759571209800919,129098.18594104308,-0.006395820196378632
GOLIAD,4246.0,3505.0,60.0,43.0,2569.0,1840.0,349.0,250.0,2288.0,1633.0,2766.0,1995.0,5500.0,778,3178,3990,96.0,1012.0,3085.0,877.0,272186300.0,3994.0,7012.0,2800.0,0.6372727272727273,0.007818181818181818,0.2969090909090909,0.045454545454545456,0.017454545454545455,0.184,-0.6015037593984962,-0.5528292438657988,97209.39285714286,-0.048674515532697415
GONZALES,7409.0,6233.0,102.0,75.0,8848.0,6012.0,1303.0,913.0,7747.0,5173.0,9219.0,6308.0,12541.0,1729,5981,7769,403.0,1716.0,5627.0,1948.0,617129300.0,7647.0,16628.0,7656.0,0.49700980783031656,0.005980384339366877,0.41248704250059803,0.07280121202455944,0.03213459851686468,0.13683119368471414,-0.5473033852490669,-0.4811037007976985,80607.27533960293,-0.06619968445136837
GRAY,13025.0,10552.0,192.0,138.0,7313.0,4869.0,1039.0,804.0,6347.0,4097.0,8202.0,5550.0,16102.0,845,6691,7581,541.0,2297.0,6840.0,829.0,640348100.0,7782.0,21227.0,7926.0,0.6553223202086698,0.008570363929946591,0.2544404421810955,0.049931685504906224,0.03359831076884859,0.1426530865730965,-0.7711383722464055,-0.7724235415060396,80790.8276558163,0.001285169259634178
GRAYSON,95211.0,77134.0,2686.0,1858.0,30196.0,19397.0,9856.0,6595.0,20868.0,12990.0,40332.0,26789.0,103923.0,14800,50556,66041,7014.0,23078.0,44161.88644688645,14505.226373626374,5055823729.945554,59574.06593406593,135543.0,53322.09074410163,0.7422226071225811,0.01787862167181471,0.12499639155913513,0.06346044667686652,0.06749227793654917,0.22206826207865438,-0.5414212383216487,-0.49781158308185336,94816.68215541262,-0.04360965523979532
GREGG,68050.0,55477.0,2137.0,1572.0,50879.0,34535.0,27498.0,19755.0,24040.0,15040.0,56189.0,38526.0,94003.0,13294,33026,46738,6084.0,18692.0,32483.841360419996,14794.718557406984,4188126620.1357465,47971.403332572474,124239.0,47324.47963800905,0.5901620161058689,0.01672287054668468,0.15999489377998574,0.21015286746167675,0.0647213386806804,0.19884471772177484,-0.42218323419915277,-0.3687430755439697,88498.10187394048,-0.05344015865518309
GRIMES,16910.0,14091.0,195.0,151.0,11400.0,8192.0,4217.0,3249.0,7361.0,5011.0,12358.0,8954.0,23045.0,2734,11197,14051,1075.0,4205.0,9432.0,2833.0,959585900.0,12414.0,29268.0,10289.0,0.6114558472553699,0.006552397483185072,0.21744413104794966,0.14098502929051854,0.04664786287697982,0.18246908223041874,-0.6023058857020853,-0.5315772514902529,93263.2811740694,-0.0707286342118324
GUADALUPE,84063.0,66985.0,5607.0,3780.0,79288.0,54385.0,16066.0,11044.0,65233.0,44169.0,88643.0,61237.0,128222.0,29573,54691,85350,10215.0,38398.0,47441.0,28776.0,6951005100.0,77617.0,172706.0,62953.0,0.5224142502846625,0.029480120416153235,0.344472867370654,0.08613186504655987,0.07966651588650933,0.2994649904072624,-0.2942940831868776,-0.2404756689900408,110415.78796880212,-0.053818414196836806
HALE,10693.0,8928.0,243.0,171.0,21052.0,14598.0,1807.0,1328.0,19489.0,13372.0,21829.0,15215.0,24143.0,1903,7283,9285,1841.0,3395.0,7177.0,2279.0,748816600.0,9586.0,32522.0,11034.0,0.36979662842231703,0.0070827983266371205,0.5538665451683717,0.05500559168288945,0.07625398666280081,0.14062046970136272,-0.5794291868605277,-0.5109534738159817,67864.47344571324,-0.06847571304454603
HALL,1589.0,1379.0,30.0,11.0,1159.0,764.0,237.0,160.0,950.0,617.0,1236.0,820.0,2199.0,149,992,1150,85.0,367.0,995.0,168.0,72441200.0,1169.0,2825.0,1158.0,0.6271032287403365,0.0050022737608003635,0.28058208276489316,0.07276034561164166,0.03865393360618463,0.16689404274670305,-0.7330434782608696,-0.7074422583404619,62557.16753022453,-0.025601219920407647
HAMILTON,6805.0,5506.0,63.0,53.0,1104.0,718.0,68.0,45.0,1045.0,678.0,1417.0,985.0,6491.0,625,3809,4480,129.0,1445.0,3610.0,639.0,278364500.0,4362.0,8222.0,3134.0,0.8482514250500693,0.00816515174857495,0.10445231859497767,0.006932676012940995,0.01987367123709752,0.22261592974888306,-0.7107142857142856,-0.6811095827602017,88820.83599234205,-0.029604702954083906
HANSFORD,2552.0,2019.0,15.0,10.0,2643.0,1679.0,43.0,24.0,2615.0,1656.0,2733.0,1757.0,3776.0,146,1842,1999,138.0,1019.0,1849.0,166.0,168534000.0,2047.0,5285.0,1827.0,0.5346927966101694,0.0026483050847457626,0.4385593220338983,0.006355932203389831,0.036546610169491525,0.2698622881355932,-0.848424212106053,-0.8221787982413287,92246.30541871922,-0.026245413864724343
HARDEMAN,2441.0,1998.0,30.0,21.0,983.0,637.0,195.0,134.0,818.0,516.0,1108.0,742.0,2740.0,188,1210,1405,106.0,375.0,1330.0,241.0,94409700.0,1580.0,3549.0,1298.0,0.7291970802919708,0.007664233576642336,0.18832116788321168,0.04890510948905109,0.03868613138686131,0.13686131386861314,-0.7274021352313167,-0.6892405063291139,72734.74576271187,-0.03816162890220276
HARDIN,46934.0,36260.0,608.0,408.0,6891.0,4578.0,3559.0,2458.0,3417.0,2150.0,9297.0,6372.0,42632.0,3347,24691,28157,1819.0,8312.0,23858.0,3474.0,2045735400.0,27635.0,56231.0,21750.0,0.8505348095327454,0.009570275849127416,0.05043160067554888,0.057656220679301935,0.04266747982735973,0.19497091386751736,-0.758035302056327,-0.7376153428623123,94056.8,-0.020419959194014625
HARRIS,1309513.0,1075603.0,392392.0,302317.0,2967138.0,2091318.0,981425.0,712128.0,2034624.0,1405301.0,3421370.0,2443799.0,3519402.0,807059,721887,1554941,275033.0,1042972.0,700253.8729068377,917430.320881696,187946585101.60083,1639670.8943887227,4730883.0,1727842.3721687254,0.30562095492359215,0.08590010462004624,0.399301074443897,0.202343466304787,0.07814765122029253,0.29634920932590253,0.0547750686360447,0.1324512429403235,108775.30735960425,-0.07767617430427881
HARRISON,42039.0,33128.0,718.0,482.0,24107.0,16669.0,14553.0,10766.0,9839.0,6012.0,26800.0,18737.0,51865.0,7369,22658,30243,3559.0,10782.0,21466.0,7908.0,2131429700.0,29717.0,68839.0,25599.0,0.6387351778656126,0.009293357755711945,0.11591632121854815,0.20757736431119253,0.0686204569555577,0.20788585751470162,-0.5055384717124625,-0.4562371706430662,83262.22508691746,-0.049301301069396286
HARTLEY,3403.0,2700.0,39.0,34.0,1861.0,1433.0,249.0,230.0,1631.0,1219.0,1979.0,1522.0,4222.0,163,1843,2016,78.0,948.0,1868.0,195.0,165429500.0,2078.0,5382.0,1635.0,0.63950734249171,0.008053055423969682,0.28872572240644245,0.05447655139744197,0.018474656560871626,0.2245381335859782,-0.8333333333333333,-0.8051010587102984,101180.12232415902,-0.028232274623034903
HASKELL,3628.0,3005.0,43.0,23.0,1599.0,1175.0,268.0,192.0,1377.0,997.0,1788.0,1327.0,4332.0,312,1915,2243,48.0,896.0,1840.0,353.0,192881000.0,2214.0,5416.0,2108.0,0.6936749769159741,0.00530932594644506,0.2301477377654663,0.0443213296398892,0.0110803324099723,0.20683287165281625,-0.7146678555506019,-0.6716350496838303,91499.52561669829,-0.043032805866771606
HAYS,121560.0,98946.0,10226.0,8059.0,103957.0,74206.0,13049.0,9648.0,92863.0,65536.0,119488.0,86563.0,185509.0,65528,58438,125827,32164.0,71229.0,47672.5020746888,59511.884647302904,10615434217.251522,109375.0307053942,241048.0,94487.2438457772,0.5333757391824655,0.04344263620632961,0.35327666043156936,0.052008258359432694,0.1733824234942779,0.38396519845398336,0.05634720687928668,0.10824575313266827,112347.80257299192,-0.05189854625338158
HEMPHILL,2090.0,1621.0,39.0,20.0,1156.0,691.0,29.0,8.0,1137.0,687.0,1292.0,775.0,2396.0,190,1412,1614,131.0,564.0,1486.0,206.0,153153000.0,1720.0,3382.0,1368.0,0.6765442404006677,0.008347245409015025,0.28672787979966613,0.00333889816360601,0.05467445742904841,0.2353923205342237,-0.7571251548946716,-0.7441860465116279,111953.94736842105,-0.012939108383043685
HENDERSON,461967.0,379546.0,5956.0,4361.0,127194.0,85788.0,43874.0,31703.0,85161.0,54785.0,154068.0,107224.0,486770.0,6919,31379,38603,3229.0,12501.0,28911.0,7060.0,2784112600.0,36368.0,616035.0,32597.0,0.7797234833699694,0.008959056638658916,0.11254802062575754,0.06512932185631817,0.0066335230190849885,0.025681533373050926,-0.6336295106597933,-0.6008304003519578,85410.08681780532,-0.032799110307835555
HIDALGO,53334.0,45104.0,10693.0,7999.0,803859.0,552861.0,7101.0,4604.0,799964.0,549857.0,817395.0,563084.0,608188.0,104517,110760,217265,53908.0,108807.0,90345.0,128005.0,18939761641.58786,220504.0,870729.0,264108.3284557848,0.07416127907817978,0.013152183206508513,0.9040905114865798,0.00757002768880675,0.08863706617032892,0.17890356271416075,-0.028734494741444794,0.17079055255233466,71712.09538270438,-0.19952504729377946
HILL,24123.0,19682.0,278.0,181.0,10291.0,6656.0,2527.0,1693.0,7884.0,4990.0,11751.0,7804.0,27486.0,2919,13669,16706,1609.0,4770.0,11926.0,2860.0,1078628700.0,14931.0,35874.0,13457.0,0.7160736374881758,0.00658517063232191,0.1815469693662228,0.06159499381503311,0.05853889252710471,0.17354289456450556,-0.643481383933916,-0.6071930882057465,80153.72668499665,-0.036288295728169495
HOCKLEY,9752.0,7949.0,97.0,69.0,11295.0,7591.0,803.0,542.0,10624.0,7088.0,11785.0,7988.0,15937.0,1323,6616,7987,1212.0,2569.0,6536.0,1482.0,620563300.0,8102.0,21537.0,8058.0,0.4987764322017946,0.004329547593649997,0.44475120788103156,0.0340089100834536,0.07604944468846081,0.1611972140302441,-0.6627018905721798,-0.62379659343372,77012.0749565649,-0.038905297138459805
HOOD,49815.0,41276.0,755.0,517.0,8774.0,5632.0,931.0,544.0,7958.0,5137.0,11783.0,7933.0,49209.0,6051,30167,36527,2224.0,15613.0,26672.0,5701.0,2812873100.0,32828.0,61598.0,24988.0,0.8387896522993761,0.010506208213944603,0.1043914731045134,0.01105488833343494,0.04519498465727814,0.3172793594667642,-0.660223943931886,-0.638814426708907,112568.95709940772,-0.021409517222979013
HOPKINS,40764.0,32442.0,705.0,494.0,15913.0,10490.0,5329.0,3773.0,10757.0,6774.0,18400.0,12375.0,44817.0,2917,13754,16778,1165.0,5321.0,12719.0,3046.0,1202509000.0,15941.0,59164.0,13878.0,0.7238771002075105,0.011022603030100185,0.15114800187428878,0.08418680411451011,0.025994600263292946,0.11872726867037062,-0.6459053522469901,-0.6068000752775861,86648.58048710189,-0.039105276969404024
HOUSTON,12957.0,10917.0,186.0,132.0,8439.0,6447.0,5462.0,4292.0,3071.0,2207.0,9109.0,6969.0,17886.0,2065,7247,9373,992.0,2670.0,7060.0,2314.0,587572400.0,9448.0,22066.0,7795.0,0.6103656491110365,0.007380073800738007,0.12339259756233927,0.23996421782399643,0.05546237280554624,0.14927876551492789,-0.5528646111170383,-0.5023285351397122,75378.11417575368,-0.05053607597732612
HOWARD,19446.0,15703.0,677.0,470.0,21048.0,15368.0,2480.0,1635.0,18982.0,13918.0,22567.0,16545.0,32248.0,1759,7817,9650,1554.0,3581.0,8054.0,2069.0,1096730505.170068,10240.0,42013.0,11926.55918367347,0.48694492681716695,0.014574547258744729,0.4315926569089556,0.05070081865542049,0.04818903497891342,0.11104564624162738,-0.6277720207253885,-0.58447265625,91956.99180962492,-0.04329936447538851
HUDSPETH,2397.0,2249.0,48.0,44.0,3849.0,3044.0,62.0,32.0,3821.0,3020.0,3991.0,3164.0,5413.0,272,747,1031,72.0,271.0,779.0,371.0,48377800.0,1165.0,6388.0,847.0,0.41548124884537224,0.008128579346018844,0.5579161278403842,0.005911694069831886,0.013301311657121744,0.05006465915388879,-0.46071774975751695,-0.35021459227467816,57116.64698937426,-0.11050315748283879
HUNT,78141.0,62388.0,1844.0,1309.0,33088.0,21707.0,10130.0,7292.0,23413.0,14608.0,39787.0,26772.0,89160.0,10212,36137,46733,6154.0,16230.0,29163.0,8906.0,3322558200.0,38597.0,117928.0,37549.0,0.6997308209959623,0.01468147151188874,0.16384028712427098,0.08178555406011664,0.06902198295199641,0.18203230148048452,-0.5547471807930155,-0.5248335362852035,88485.93038429786,-0.029913644507812087
HUTCHINSON,13783.0,10917.0,200.0,137.0,5589.0,3563.0,757.0,432.0,4961.0,3153.0,6834.0,4513.0,15430.0,913,7273,8244,975.0,2342.0,7681.0,965.0,588438400.0,8785.0,20617.0,6944.0,0.7075178224238496,0.008878807517822425,0.20434219053791317,0.02799740764744005,0.06318859364873623,0.15178224238496435,-0.7714701601164483,-0.7644849174729653,84740.5529953917,-0.006985242643482992
IRION,1112.0,882.0,23.0,13.0,369.0,272.0,30.0,15.0,349.0,262.0,401.0,302.0,1184.0,105,761,868,6.0,237.0,763.0,120.0,47268600.0,893.0,1513.0,606.0,0.7449324324324325,0.01097972972972973,0.22128378378378377,0.01266891891891892,0.005067567567567568,0.20016891891891891,-0.7557603686635944,-0.7200447928331467,78000.9900990099,-0.03571557583044771
JACK,6358.0,5135.0,72.0,40.0,1836.0,1316.0,350.0,306.0,1521.0,1029.0,2114.0,1514.0,6649.0,363,3819,4201,268.0,957.0,3409.5420408163263,330.0979591836735,254885170.78152752,3772.5763265306123,8472.0,2906.3463587921847,0.7722965859527748,0.006015942246954429,0.15476011430290268,0.046021958189201385,0.04030681305459467,0.1439314182583847,-0.8226612711259225,-0.8162708491744719,87699.5166148925,-0.0063904219514505645
JACKSON,8510.0,6899.0,228.0,146.0,5877.0,4012.0,1186.0,767.0,4829.0,3282.0,6478.0,4441.0,11340.0,904,5360,6300,474.0,1659.0,5231.0,1033.0,460501900.0,6351.0,14988.0,5424.0,0.6083774250440918,0.012874779541446208,0.2894179894179894,0.06763668430335097,0.0417989417989418,0.14629629629629629,-0.7073015873015873,-0.6609982679892931,84900.79277286136,-0.046303319312294255
JASPER,23795.0,19005.0,193.0,128.0,8107.0,5694.0,5950.0,4263.0,2198.0,1456.0,9185.0,6534.0,25539.0,2615,13162,15860,613.0,2940.0,12542.0,2954.0,1023269700.0,15627.0,32980.0,13667.0,0.7441559967109127,0.005011942519284232,0.05701084615685814,0.16692117937272408,0.024002505971259643,0.1151180547398097,-0.6650063051702395,-0.61355346515646,74871.56654715739,-0.05145284001377948
JEFF DAVIS,1282.0,1164.0,39.0,27.0,627.0,472.0,28.0,18.0,613.0,463.0,714.0,547.0,1711.0,450,699,1169,0.0,427.0,784.0,501.0,61988500.0,1305.0,1996.0,847.0,0.6803039158386909,0.015780245470485097,0.2706019871420222,0.010520163646990065,0.0,0.24956165984804207,-0.21300256629597947,-0.21685823754789274,73185.95041322314,0.003855671251913273
JEFFERSON,96047.0,80230.0,11256.0,8416.0,145686.0,104087.0,88504.0,65254.0,58915.0,39717.0,160479.0,115450.0,195680.0,38936,46596,86433,11295.0,34406.0,47569.0,46073.0,7918443943.142857,94758.0,256526.0,93645.5719047619,0.4100061324611611,0.04300899427636958,0.20296913327882257,0.33347301717089123,0.057721790678659034,0.1758278822567457,-0.08862355813173212,-0.015787585217079236,84557.59073366501,-0.07283597291465288
JIM HOGG,414.0,335.0,36.0,29.0,4287.0,3081.0,11.0,8.0,4281.0,3077.0,4424.0,3181.0,3516.0,856,725,1585,217.0,467.0,831.2863387978142,1194.4382513661203,74288231.05590062,2031.6983606557378,4838.0,1219.6583850931677,0.09527872582480092,0.008248009101251423,0.8751422070534699,0.0022753128555176336,0.06171786120591581,0.13282138794084186,0.0826498422712934,0.1787430258353398,60909.0479464263,-0.09609318356404639
JIM WELLS,6963.0,5695.0,216.0,140.0,31082.0,22288.0,414.0,249.0,30835.0,22115.0,31928.0,22935.0,28630.0,5577,7636,13268,1630.0,3824.0,7453.0,6119.0,933494900.0,13682.0,38891.0,13298.0,0.1989172196996158,0.004889975550122249,0.7724414949353825,0.008697170799860286,0.056933286762137617,0.13356618931191058,-0.15518540850165813,-0.09750036544364854,70198.14257783126,-0.05768504305800959
JOHNSON,123950.0,97183.0,2911.0,1993.0,51840.0,33706.0,9023.0,5892.0,43654.0,28145.0,62143.0,41294.0,138477.0,19247,60752,80930,7030.0,30467.0,54592.192339367466,16449.78363865657,6299871905.417181,71968.12534699685,186093.0,63429.7741884537,0.7017988546834493,0.014392281750760055,0.2032467485575222,0.042548582075001624,0.050766553290438124,0.2200148761166114,-0.5128506116396887,-0.5299903049691225,99320.42145853901,0.01713969332943377
JONES,11485.0,9555.0,158.0,107.0,7599.0,6222.0,2187.0,1963.0,5504.0,4302.0,8178.0,6632.0,16187.0,907,5988,6959,395.0,1584.0,5660.0,999.0,466160900.0,6747.0,19663.0,6028.0,0.5902885031197875,0.006610242787422005,0.26576882683635017,0.12127015506270464,0.024402298140483104,0.09785630444183605,-0.7301336398907888,-0.6908255520972284,77332.59787657598,-0.03930808779356043
KARNES,5388.0,4614.0,196.0,160.0,8910.0,6892.0,1265.0,1141.0,7734.0,5805.0,9322.0,7241.0,11855.0,1051,4001,5075,301.0,1810.0,3968.0,1234.0,410206000.0,5253.0,14710.0,4643.0,0.38920286798819065,0.013496415014761703,0.48966680725432304,0.0962463095740194,0.025390130746520457,0.15267819485449177,-0.58128078817734,-0.520464496478203,88349.34309713547,-0.06081629169913694
